## begin version 0.98 source file header             
## generated at 20## from output of MCNPX case mctal, described as:   
## mcnpx      2.6.0  01/20/19 16:04:13   41   40000000  5009152019712
##  allph cylindrical para hydrogen moderator                                      
## Pulse shapes are as calculated with current tally for moderator
## 
## headerend
##
## section 1 key
## output reported is for 10x12 viewed area.       
## normalized to  2.2408e+14 p/pulse and  1.300 GeV
## Energy given is center of the bin in a logarithmic
## sense, and wavelength is for that energy.         
## There are 141 points.
## 
##  Energy     Wavelength      Flux      Std. Error      Flux      Std. Error  
##    E             l          f(E)         s(E)         f(l)         s(l)
##    eV        Angstroms       n/sterad/pulse/eV         n/sterad/pulse/Angstrom  
##
  2.3714e-03   5.8731e+00   4.5426e+14   5.3768e+11   3.6683e+11   4.3420e+08
  2.6607e-03   5.5445e+00   4.6728e+14   5.1739e+11   4.4848e+11   4.9657e+08
  2.9854e-03   5.2344e+00   4.7729e+14   4.9532e+11   5.4444e+11   5.6501e+08
  3.3497e-03   4.9416e+00   4.8777e+14   4.8043e+11   6.6127e+11   6.5132e+08
  3.7584e-03   4.6652e+00   4.8453e+14   4.7698e+11   7.8070e+11   7.6853e+08
  4.2170e-03   4.4042e+00   4.8156e+14   4.4425e+11   9.2218e+11   8.5073e+08
  4.7315e-03   4.1578e+00   4.9104e+14   4.3252e+11   1.1176e+12   9.8439e+08
  5.3088e-03   3.9252e+00   4.8654e+14   4.1298e+11   1.3161e+12   1.1171e+09
  5.9566e-03   3.7057e+00   4.8836e+14   3.9669e+11   1.5700e+12   1.2753e+09
  6.6834e-03   3.4984e+00   4.8501e+14   3.8289e+11   1.8532e+12   1.4630e+09
  7.4989e-03   3.3027e+00   4.7438e+14   3.6625e+11   2.1542e+12   1.6632e+09
  8.4140e-03   3.1179e+00   4.5832e+14   3.4987e+11   2.4736e+12   1.8883e+09
  9.4406e-03   2.9435e+00   4.4014e+14   3.3417e+11   2.8233e+12   2.1435e+09
  1.0593e-02   2.7789e+00   4.0999e+14   3.0830e+11   3.1256e+12   2.3504e+09
  1.1885e-02   2.6234e+00   3.7809e+14   2.8698e+11   3.4258e+12   2.6003e+09
  1.3335e-02   2.4767e+00   3.2841e+14   2.5644e+11   3.5366e+12   2.7615e+09
  1.4962e-02   2.3381e+00   2.3726e+14   2.0108e+11   3.0366e+12   2.5736e+09
  1.6788e-02   2.2073e+00   1.5569e+14   1.5270e+11   2.3682e+12   2.3228e+09
  1.8836e-02   2.0838e+00   1.0874e+14   1.2150e+11   1.9659e+12   2.1965e+09
  2.1135e-02   1.9673e+00   7.8139e+13   9.9684e+10   1.6789e+12   2.1418e+09
  2.3714e-02   1.8572e+00   5.4612e+13   8.0802e+10   1.3946e+12   2.0634e+09
  2.6607e-02   1.7533e+00   3.9308e+13   6.7140e+10   1.1930e+12   2.0377e+09
  2.9854e-02   1.6553e+00   2.8768e+13   5.6027e+10   1.0377e+12   2.0210e+09
  3.3497e-02   1.5627e+00   2.1437e+13   4.7343e+10   9.1905e+11   2.0297e+09
  3.7584e-02   1.4753e+00   1.6246e+13   4.0249e+10   8.2777e+11   2.0508e+09
  4.2170e-02   1.3927e+00   1.2476e+13   3.5475e+10   7.5552e+11   2.1483e+09
  4.7315e-02   1.3148e+00   9.7531e+12   3.0106e+10   7.0195e+11   2.1668e+09
  5.3088e-02   1.2413e+00   7.6123e+12   2.5762e+10   6.5115e+11   2.2036e+09
  5.9566e-02   1.1718e+00   6.0547e+12   2.2618e+10   6.1554e+11   2.2994e+09
  6.6834e-02   1.1063e+00   4.8090e+12   1.9326e+10   5.8105e+11   2.3351e+09
  7.4989e-02   1.0444e+00   3.9168e+12   1.7257e+10   5.6246e+11   2.4781e+09
  8.4140e-02   9.8598e-01   3.1557e+12   1.5031e+10   5.3859e+11   2.5654e+09
  9.4406e-02   9.3082e-01   2.5723e+12   1.3521e+10   5.2177e+11   2.7427e+09
  1.0593e-01   8.7875e-01   2.1362e+12   1.2001e+10   5.1500e+11   2.8932e+09
  1.1885e-01   8.2959e-01   1.7872e+12   1.0694e+10   5.1207e+11   3.0642e+09
  1.3335e-01   7.8319e-01   1.5197e+12   9.6853e+09   5.1752e+11   3.2982e+09
  1.4962e-01   7.3938e-01   1.2708e+12   9.0242e+09   5.1434e+11   3.6523e+09
  1.6788e-01   6.9802e-01   1.0891e+12   8.0551e+09   5.2390e+11   3.8747e+09
  1.8836e-01   6.5897e-01   9.0445e+11   6.9314e+09   5.1707e+11   3.9627e+09
  2.1135e-01   6.2211e-01   7.5473e+11   6.0627e+09   5.1281e+11   4.1193e+09
  2.3714e-01   5.8731e-01   6.3370e+11   5.3912e+09   5.1174e+11   4.3536e+09
  2.6607e-01   5.5445e-01   5.3244e+11   4.8515e+09   5.1102e+11   4.6563e+09
  2.9854e-01   5.2344e-01   4.6270e+11   4.4153e+09   5.2779e+11   5.0364e+09
  3.3497e-01   4.9416e-01   4.2109e+11   3.7621e+09   5.7087e+11   5.1002e+09
  3.7584e-01   4.6652e-01   3.8049e+11   3.3175e+09   6.1306e+11   5.3454e+09
  4.2170e-01   4.4042e-01   3.2819e+11   2.5453e+09   6.2848e+11   4.8742e+09
  4.7315e-01   4.1578e-01   3.4455e+11   2.2211e+09   7.8419e+11   5.0550e+09
  5.3088e-01   3.9252e-01   3.1067e+11   2.0128e+09   8.4035e+11   5.4446e+09
  5.9566e-01   3.7057e-01   2.7186e+11   1.7615e+09   8.7399e+11   5.6631e+09
  6.6834e-01   3.4984e-01   2.4394e+11   1.5665e+09   9.3206e+11   5.9855e+09
  7.4989e-01   3.3027e-01   2.1744e+11   1.4021e+09   9.8740e+11   6.3672e+09
  8.4140e-01   3.1179e-01   1.9678e+11   1.2744e+09   1.0621e+12   6.8780e+09
  9.4406e-01   2.9435e-01   1.7260e+11   1.2065e+09   1.1071e+12   7.7390e+09
  1.0593e+00   2.7789e-01   1.5426e+11   9.9421e+08   1.1761e+12   7.5796e+09
  1.1885e+00   2.6234e-01   1.3685e+11   8.9874e+08   1.2400e+12   8.1433e+09
  1.3335e+00   2.4767e-01   1.2112e+11   7.7678e+08   1.3043e+12   8.3649e+09
  1.4962e+00   2.3381e-01   1.0936e+11   7.9483e+08   1.3996e+12   1.0173e+10
  1.6788e+00   2.2073e-01   9.8068e+10   6.3620e+08   1.4917e+12   9.6773e+09
  1.8836e+00   2.0838e-01   8.6510e+10   5.5863e+08   1.5640e+12   1.0099e+10
  2.1135e+00   1.9673e-01   7.7857e+10   5.0120e+08   1.6729e+12   1.0769e+10
  2.3714e+00   1.8572e-01   6.8829e+10   4.4742e+08   1.7577e+12   1.1426e+10
  2.6607e+00   1.7533e-01   6.0475e+10   3.9103e+08   1.8354e+12   1.1868e+10
  2.9854e+00   1.6553e-01   5.4754e+10   4.4405e+08   1.9751e+12   1.6017e+10
  3.3497e+00   1.5627e-01   4.8985e+10   3.2031e+08   2.1000e+12   1.3732e+10
  3.7584e+00   1.4753e-01   4.3770e+10   2.8397e+08   2.2302e+12   1.4469e+10
  4.2170e+00   1.3927e-01   3.8766e+10   2.5248e+08   2.3476e+12   1.5290e+10
  4.7315e+00   1.3148e-01   3.4959e+10   2.2816e+08   2.5161e+12   1.6421e+10
  5.3088e+00   1.2413e-01   3.0940e+10   2.0277e+08   2.6466e+12   1.7344e+10
  5.9566e+00   1.1718e-01   2.7582e+10   1.8001e+08   2.8041e+12   1.8300e+10
  6.6834e+00   1.1063e-01   2.4390e+10   1.6120e+08   2.9469e+12   1.9478e+10
  7.4989e+00   1.0444e-01   2.1840e+10   1.4407e+08   3.1363e+12   2.0689e+10
  8.4140e+00   9.8598e-02   1.9478e+10   1.2868e+08   3.3244e+12   2.1962e+10
  9.4406e+00   9.3082e-02   1.7429e+10   1.1188e+08   3.5355e+12   2.2694e+10
  1.0593e+01   8.7875e-02   1.5475e+10   9.9305e+07   3.7308e+12   2.3941e+10
  1.1885e+01   8.2959e-02   1.3846e+10   8.8768e+07   3.9674e+12   2.5434e+10
  1.3335e+01   7.8319e-02   1.2193e+10   7.8295e+07   4.1523e+12   2.6662e+10
  1.4962e+01   7.3938e-02   1.1086e+10   7.0883e+07   4.4868e+12   2.8688e+10
  1.6788e+01   6.9802e-02   9.7824e+09   6.3070e+07   4.7055e+12   3.0338e+10
  1.8836e+01   6.5897e-02   8.7847e+09   5.6681e+07   5.0221e+12   3.2404e+10
  2.1135e+01   6.2211e-02   7.6740e+09   4.9306e+07   5.2142e+12   3.3501e+10
  2.3714e+01   5.8731e-02   6.8581e+09   4.4016e+07   5.5382e+12   3.5545e+10
  2.6607e+01   5.5445e-02   6.1844e+09   4.0100e+07   5.9356e+12   3.8487e+10
  2.9854e+01   5.2344e-02   5.4804e+09   3.5620e+07   6.2514e+12   4.0631e+10
  3.3497e+01   4.9416e-02   4.8634e+09   3.1557e+07   6.5934e+12   4.2781e+10
  3.7584e+01   4.6652e-02   4.3513e+09   2.8309e+07   7.0110e+12   4.5613e+10
  4.2170e+01   4.4042e-02   3.8451e+09   2.5155e+07   7.3632e+12   4.8171e+10
  4.7315e+01   4.1578e-02   3.4168e+09   2.2157e+07   7.7764e+12   5.0429e+10
  5.3088e+01   3.9252e-02   3.0526e+09   2.0010e+07   8.2573e+12   5.4127e+10
  5.9566e+01   3.7057e-02   2.7228e+09   1.7840e+07   8.7533e+12   5.7352e+10
  6.6834e+01   3.4984e-02   2.4214e+09   1.5856e+07   9.2519e+12   6.0582e+10
  7.4989e+01   3.3027e-02   2.1482e+09   1.4141e+07   9.7550e+12   6.4217e+10
  8.4140e+01   3.1179e-02   1.9284e+09   1.2699e+07   1.0408e+13   6.8541e+10
  9.4406e+01   2.9435e-02   1.7034e+09   1.1273e+07   1.0927e+13   7.2310e+10




## section1end
##
## section 2 key
## There are 141  energy bands, each with  160  time bins.
## Emission    Energy of   Brightness    std. error  
##   Time      bin center (n/sterad(p)/   (n/sterad(p)/  
##   (us)         (eV)     pulse/us/eV)  pulse/us/eV)
  5.0000e-02   1.0000e-05   0.0000e+00   0.0000e+00 
  1.0610e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  1.1905e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  1.3357e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  1.4987e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  1.6816e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  1.8868e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  2.1170e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  2.3753e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  2.6651e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  2.9903e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  3.3552e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  3.7646e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  4.2240e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  4.7394e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  5.3176e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  5.9665e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  6.6945e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  7.5114e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  8.4279e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  9.4563e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  1.0610e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  1.1905e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  1.3357e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  1.4987e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  1.6816e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  1.8868e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  2.1170e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  2.3753e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  2.6651e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  2.9903e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  3.3552e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  3.7646e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  4.2240e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  4.7394e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  5.3176e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  5.9665e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  6.6945e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  7.5114e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  8.4279e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  9.4563e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  1.0610e+01   1.0000e-05   0.0000e+00   0.0000e+00 
  1.1905e+01   1.0000e-05   0.0000e+00   0.0000e+00 
  1.3357e+01   1.0000e-05   0.0000e+00   0.0000e+00 
  1.4987e+01   1.0000e-05   0.0000e+00   0.0000e+00 
  1.6816e+01   1.0000e-05   0.0000e+00   0.0000e+00 
  1.8868e+01   1.0000e-05   0.0000e+00   0.0000e+00 
  2.1170e+01   1.0000e-05   0.0000e+00   0.0000e+00 
  2.3753e+01   1.0000e-05   0.0000e+00   0.0000e+00 
  2.6651e+01   1.0000e-05   0.0000e+00   0.0000e+00 
  2.9903e+01   1.0000e-05   0.0000e+00   0.0000e+00 
  3.3552e+01   1.0000e-05   0.0000e+00   0.0000e+00 
  3.7646e+01   1.0000e-05   0.0000e+00   0.0000e+00 
  4.2240e+01   1.0000e-05   0.0000e+00   0.0000e+00 
  4.7394e+01   1.0000e-05   0.0000e+00   0.0000e+00 
  5.3176e+01   1.0000e-05   0.0000e+00   0.0000e+00 
  5.9665e+01   1.0000e-05   0.0000e+00   0.0000e+00 
  6.6945e+01   1.0000e-05   0.0000e+00   0.0000e+00 
  7.5114e+01   1.0000e-05   0.0000e+00   0.0000e+00 
  8.4279e+01   1.0000e-05   0.0000e+00   0.0000e+00 
  9.4563e+01   1.0000e-05   0.0000e+00   0.0000e+00 
  1.0610e+02   1.0000e-05   1.9777e+06   1.9753e+06 
  1.1905e+02   1.0000e-05   2.6126e+05   1.2256e+05 
  1.3357e+02   1.0000e-05   1.8058e+06   5.2243e+05 
  1.4987e+02   1.0000e-05   4.0363e+09   2.0351e+09 
  1.6816e+02   1.0000e-05   6.3476e+09   2.4286e+09 
  1.8868e+02   1.0000e-05   7.8080e+09   2.4884e+09 
  2.1170e+02   1.0000e-05   1.2393e+10   2.7079e+09 
  2.3753e+02   1.0000e-05   1.1318e+10   2.3383e+09 
  2.6651e+02   1.0000e-05   9.0974e+09   1.8850e+09 
  2.9903e+02   1.0000e-05   9.3391e+09   1.6913e+09 
  3.3552e+02   1.0000e-05   1.1658e+10   1.7138e+09 
  3.7646e+02   1.0000e-05   1.0460e+10   1.4957e+09 
  4.2240e+02   1.0000e-05   7.5435e+09   1.1617e+09 
  4.7394e+02   1.0000e-05   9.0923e+09   1.0402e+09 
  5.3176e+02   1.0000e-05   7.0706e+09   8.0817e+08 
  5.9665e+02   1.0000e-05   6.1807e+09   6.8420e+08 
  6.6945e+02   1.0000e-05   6.0878e+09   6.0208e+08 
  7.5114e+02   1.0000e-05   3.3883e+09   3.5746e+08 
  8.4279e+02   1.0000e-05   3.0083e+09   3.0143e+08 
  9.4563e+02   1.0000e-05   2.3036e+09   2.2990e+08 
  1.0610e+03   1.0000e-05   1.4754e+09   1.6392e+08 
  1.1905e+03   1.0000e-05   1.2164e+09   1.4001e+08 
  1.3357e+03   1.0000e-05   7.9722e+08   1.1887e+08 
  1.4987e+03   1.0000e-05   6.0318e+08   9.4458e+07 
  1.6816e+03   1.0000e-05   2.1440e+08   4.5645e+07 
  1.8868e+03   1.0000e-05   1.9583e+08   4.2867e+07 
  2.1170e+03   1.0000e-05   6.1909e+07   2.2677e+07 
  2.3753e+03   1.0000e-05   1.9680e+07   1.1670e+07 
  2.6651e+03   1.0000e-05   1.6275e+07   1.0395e+07 
  2.9903e+03   1.0000e-05   6.9919e+06   6.5486e+06 
  3.3552e+03   1.0000e-05   9.3672e+04   1.4716e+04 
  3.7646e+03   1.0000e-05   1.7243e+04   3.6761e+03 
  4.2240e+03   1.0000e-05   4.4440e+03   1.0683e+03 
  4.7394e+03   1.0000e-05   1.9719e+03   1.6209e+02 
  5.3176e+03   1.0000e-05   1.7086e+03   5.9477e+02 
  5.9665e+03   1.0000e-05   8.0172e+02   8.1134e+01 
  6.6945e+03   1.0000e-05   4.4413e+02   3.9039e+01 
  7.5114e+03   1.0000e-05   3.6131e+02   5.4774e+01 
  8.4279e+03   1.0000e-05   1.8480e+02   1.8609e+01 
  9.4563e+03   1.0000e-05   9.6670e+01   9.1933e+00 
  1.0610e+04   1.0000e-05   5.3906e+01   5.5846e+00 
  1.1905e+04   1.0000e-05   3.4256e+01   3.4221e+00 
  1.3357e+04   1.0000e-05   1.9937e+01   2.2250e+00 
  1.4987e+04   1.0000e-05   1.3320e+01   1.7342e+00 
  1.6816e+04   1.0000e-05   6.8114e+00   8.7936e-01 
  1.8868e+04   1.0000e-05   4.1486e+00   5.7333e-01 
  2.1170e+04   1.0000e-05   2.4129e+00   3.4022e-01 
  2.3753e+04   1.0000e-05   2.3788e+00   4.3176e-01 
  2.6651e+04   1.0000e-05   1.8854e+00   8.6898e-01 
  2.9903e+04   1.0000e-05   6.8054e-01   9.3370e-02 
  3.3552e+04   1.0000e-05   3.1263e-01   6.4621e-02 
  3.7646e+04   1.0000e-05   1.9312e-01   3.4415e-02 
  4.2240e+04   1.0000e-05   8.2904e-02   1.7377e-02 
  4.7394e+04   1.0000e-05   3.8698e-02   8.8619e-03 
  5.3176e+04   1.0000e-05   2.4054e-02   4.6015e-03 
  5.9665e+04   1.0000e-05   1.5627e-02   3.3988e-03 
  6.6945e+04   1.0000e-05   2.7709e-03   5.4781e-04 
  7.5114e+04   1.0000e-05   3.0669e-03   1.1516e-03 
  8.4279e+04   1.0000e-05   1.1220e-03   3.7429e-04 
  9.4563e+04   1.0000e-05   4.0164e-04   9.8441e-05 
  1.0610e+05   1.0000e-05   9.1057e-05   2.4248e-05 
  1.1905e+05   1.0000e-05   2.4475e-05   7.9325e-06 
  1.3357e+05   1.0000e-05   6.8063e-06   2.6422e-06 
  1.4987e+05   1.0000e-05   1.0280e-07   9.6095e-08 
  1.6816e+05   1.0000e-05   0.0000e+00   0.0000e+00 
  1.8868e+05   1.0000e-05   0.0000e+00   0.0000e+00 
  2.1170e+05   1.0000e-05   0.0000e+00   0.0000e+00 
  2.3753e+05   1.0000e-05   0.0000e+00   0.0000e+00 
  2.6651e+05   1.0000e-05   0.0000e+00   0.0000e+00 
  2.9903e+05   1.0000e-05   0.0000e+00   0.0000e+00 
  3.3552e+05   1.0000e-05   0.0000e+00   0.0000e+00 
  3.7646e+05   1.0000e-05   0.0000e+00   0.0000e+00 
  4.2240e+05   1.0000e-05   0.0000e+00   0.0000e+00 
  4.7394e+05   1.0000e-05   0.0000e+00   0.0000e+00 
  5.3176e+05   1.0000e-05   0.0000e+00   0.0000e+00 
  5.9665e+05   1.0000e-05   0.0000e+00   0.0000e+00 
  6.6945e+05   1.0000e-05   0.0000e+00   0.0000e+00 
  7.5114e+05   1.0000e-05   0.0000e+00   0.0000e+00 
  8.4279e+05   1.0000e-05   0.0000e+00   0.0000e+00 
  9.4563e+05   1.0000e-05   0.0000e+00   0.0000e+00 
  1.0610e+06   1.0000e-05   0.0000e+00   0.0000e+00 
  1.1905e+06   1.0000e-05   0.0000e+00   0.0000e+00 
  1.3357e+06   1.0000e-05   0.0000e+00   0.0000e+00 
  1.4987e+06   1.0000e-05   0.0000e+00   0.0000e+00 
  1.6816e+06   1.0000e-05   0.0000e+00   0.0000e+00 
  1.8868e+06   1.0000e-05   0.0000e+00   0.0000e+00 
  2.1170e+06   1.0000e-05   0.0000e+00   0.0000e+00 
  2.3753e+06   1.0000e-05   0.0000e+00   0.0000e+00 
  2.6651e+06   1.0000e-05   0.0000e+00   0.0000e+00 
  2.9903e+06   1.0000e-05   0.0000e+00   0.0000e+00 
  3.3552e+06   1.0000e-05   0.0000e+00   0.0000e+00 
  3.7646e+06   1.0000e-05   0.0000e+00   0.0000e+00 
  4.2240e+06   1.0000e-05   0.0000e+00   0.0000e+00 
  4.7394e+06   1.0000e-05   0.0000e+00   0.0000e+00 
  5.3176e+06   1.0000e-05   0.0000e+00   0.0000e+00 
  5.9665e+06   1.0000e-05   0.0000e+00   0.0000e+00 
  6.6945e+06   1.0000e-05   0.0000e+00   0.0000e+00 
  7.5114e+06   1.0000e-05   0.0000e+00   0.0000e+00 
  8.4279e+06   1.0000e-05   0.0000e+00   0.0000e+00 


  5.0000e-02   1.0593e-05   0.0000e+00   0.0000e+00 
  1.0610e-01   1.0593e-05   0.0000e+00   0.0000e+00 
  1.1905e-01   1.0593e-05   0.0000e+00   0.0000e+00 
  1.3357e-01   1.0593e-05   0.0000e+00   0.0000e+00 
  1.4987e-01   1.0593e-05   0.0000e+00   0.0000e+00 
  1.6816e-01   1.0593e-05   0.0000e+00   0.0000e+00 
  1.8868e-01   1.0593e-05   0.0000e+00   0.0000e+00 
  2.1170e-01   1.0593e-05   0.0000e+00   0.0000e+00 
  2.3753e-01   1.0593e-05   0.0000e+00   0.0000e+00 
  2.6651e-01   1.0593e-05   0.0000e+00   0.0000e+00 
  2.9903e-01   1.0593e-05   0.0000e+00   0.0000e+00 
  3.3552e-01   1.0593e-05   0.0000e+00   0.0000e+00 
  3.7646e-01   1.0593e-05   0.0000e+00   0.0000e+00 
  4.2240e-01   1.0593e-05   0.0000e+00   0.0000e+00 
  4.7394e-01   1.0593e-05   0.0000e+00   0.0000e+00 
  5.3176e-01   1.0593e-05   0.0000e+00   0.0000e+00 
  5.9665e-01   1.0593e-05   0.0000e+00   0.0000e+00 
  6.6945e-01   1.0593e-05   0.0000e+00   0.0000e+00 
  7.5114e-01   1.0593e-05   0.0000e+00   0.0000e+00 
  8.4279e-01   1.0593e-05   0.0000e+00   0.0000e+00 
  9.4563e-01   1.0593e-05   0.0000e+00   0.0000e+00 
  1.0610e+00   1.0593e-05   0.0000e+00   0.0000e+00 
  1.1905e+00   1.0593e-05   0.0000e+00   0.0000e+00 
  1.3357e+00   1.0593e-05   0.0000e+00   0.0000e+00 
  1.4987e+00   1.0593e-05   0.0000e+00   0.0000e+00 
