1.011603279000000022e+00 1.531445982730351985e-01 0.000000000000000000e+00
1.086951272000000079e+00 8.751119754377520432e-02 0.000000000000000000e+00
1.162299264000000054e+00 6.563339815783139630e-02 0.000000000000000000e+00
1.237647256999999890e+00 1.750223976589790065e-01 0.000000000000000000e+00
1.312995249999999947e+00 4.375559877188760216e-02 0.000000000000000000e+00
1.388343243000000005e+00 8.751119754377520432e-02 0.000000000000000000e+00
1.463691236000000062e+00 1.093889995011475963e-01 0.000000000000000000e+00
1.539039228999999898e+00 1.969001970449227867e-01 0.000000000000000000e+00
1.614387221999999955e+00 8.094785875656350660e-01 0.000000000000000000e+00
1.689735215000000013e+00 1.772101775975733817e+00 0.000000000000000000e+00
1.765083208000000070e+00 3.806737147154221734e+00 0.000000000000000000e+00
1.840431200000000045e+00 3.938003943469884582e+00 0.000000000000000000e+00
1.915779193000000102e+00 9.669987464872875194e+00 0.000000000000000000e+00
1.991127185999999938e+00 2.395619066189417978e+01 5.455812377929687500e+02
2.066475179000000217e+00 4.184566747923756793e+02 9.042068481445312500e+02
2.141823172000000053e+00 8.428859887939712507e+02 1.051253173828125000e+03
2.217171164999999888e+00 9.809349048992764892e+02 1.129813720703125000e+03
2.292519158000000168e+00 1.070590127981159867e+03 1.217352050781250000e+03
2.367867151000000003e+00 1.215377406389907492e+03 1.278771972656250000e+03
2.443215143000000200e+00 1.361367963726310336e+03 1.337872070312500000e+03
2.518563136000000036e+00 1.384427164582524028e+03 1.390962402343750000e+03
2.593911128999999871e+00 1.421006845731821841e+03 1.388233398437500000e+03
2.669259122000000151e+00 1.612306326000228864e+03 1.423821289062500000e+03
2.744607114999999986e+00 1.550042108222689876e+03 1.419647460937500000e+03
2.819955107999999822e+00 1.476510823491389829e+03 1.385599609375000000e+03
2.895303101000000101e+00 1.469291149411171318e+03 1.413129882812500000e+03
2.970651093999999937e+00 1.484714998325404395e+03 1.343122070312500000e+03
3.045999087000000216e+00 1.443759757298917748e+03 1.340650390625000000e+03
3.121347078999999969e+00 1.411796291915196889e+03 1.292085937500000000e+03
3.196695071999999804e+00 1.365765401318027898e+03 1.263767578125000000e+03
3.272043065000000084e+00 1.263246031950352517e+03 1.246611328125000000e+03
3.347391057999999919e+00 1.229094786628037127e+03 1.218888671875000000e+03
3.422739051000000199e+00 1.137273661322088174e+03 1.146097656250000000e+03
3.498087044000000034e+00 1.136464182798808224e+03 1.147550781250000000e+03
3.573435036999999870e+00 1.037664039301028879e+03 1.115646484375000000e+03
3.648783030000000149e+00 1.074965687858348701e+03 1.071408203125000000e+03
3.724131022999999985e+00 1.026987673210973981e+03 1.046683593750000000e+03
3.799479015000000182e+00 9.493433619482594850e+02 1.020345703125000000e+03
3.874827008000000017e+00 9.575912924684745349e+02 1.029429687500000000e+03
3.950175000999999853e+00 8.880198894954589832e+02 9.640253906250000000e+02
4.025522994000000132e+00 7.837940517088226215e+02 9.353671875000000000e+02
4.100870987000000412e+00 8.232178468040076496e+02 9.069921875000000000e+02
4.176218979999999803e+00 8.636698983391892170e+02 8.755507812500000000e+02
4.251566973000000083e+00 8.207018998617670604e+02 8.212187500000000000e+02
4.326914966000000362e+00 8.193454761609813204e+02 8.027226562500000000e+02
4.402262957999999671e+00 8.084284541825383030e+02 7.871406250000000000e+02
4.477610950999999950e+00 7.293183306463940880e+02 7.501328125000000000e+02
4.552958944000000230e+00 6.985800219048572899e+02 7.286093750000000000e+02
4.628306936999999621e+00 7.300621757689447122e+02 7.051992187500000000e+02
4.703654929999999901e+00 7.130631254943521071e+02 6.616640625000000000e+02
4.779002923000000180e+00 6.539493106946747503e+02 6.337734375000000000e+02
4.854350915999999572e+00 6.206512995818397940e+02 6.012617187500000000e+02
4.929698908999999851e+00 6.351562806287204239e+02 5.722695312500000000e+02
5.005046902000000131e+00 6.202793768919930244e+02 5.489414062500000000e+02
5.080394894000000328e+00 5.877033331871798509e+02 5.203046875000000000e+02
5.155742886999999719e+00 5.530707763452307972e+02 5.074726562500000000e+02
5.231090879999999999e+00 4.990326108590924150e+02 4.852343750000000000e+02
5.306438873000000278e+00 4.344493463415006431e+02 4.553359375000000000e+02
5.381786865999999669e+00 4.089179539721042147e+02 4.179843750000000000e+02
5.457134858999999949e+00 4.064676404305927804e+02 4.058359375000000000e+02
